站點名稱,城鎮,aqi,狀態,日期
土城,新北市,54,普通,2024-07-05 17:00:00
新店,新北市,37,良好,2024-07-05 17:00:00
萬里,新北市,28,良好,2024-07-05 17:00:00
汐止,新北市,33,良好,2024-07-05 17:00:00
基隆,基隆市,25,良好,2024-07-05 17:00:00
屏東(枋山),屏東縣,27,良好,2024-07-05 16:00:00
大甲（日南國小）,臺中市,31,良好,2024-07-05 16:00:00
新北(樹林),新北市,36,良好,2024-07-05 16:00:00
屏東（琉球）,屏東縣,48,良好,2024-07-05 16:00:00
臺南（麻豆）,臺南市,28,良好,2024-07-05 16:00:00
高雄（湖內）,高雄市,26,良好,2024-07-05 16:00:00
彰化（員林）,彰化縣,38,良好,2024-07-05 16:00:00
大城,彰化縣,32,良好,2024-07-05 16:00:00
富貴角,新北市,37,良好,2024-07-05 16:00:00
麥寮,雲林縣,32,良好,2024-07-05 16:00:00
關山,臺東縣,15,良好,2024-07-05 16:00:00
馬公,澎湖縣,21,良好,2024-07-05 16:00:00
金門,金門縣,26,良好,2024-07-05 16:00:00
馬祖,連江縣,37,良好,2024-07-05 16:00:00
埔里,南投縣,39,良好,2024-07-05 16:00:00
復興,高雄市,34,良好,2024-07-05 16:00:00
永和,新北市,40,良好,2024-07-05 16:00:00
竹山,南投縣,49,良好,2024-07-05 16:00:00
中壢,桃園市,38,良好,2024-07-05 16:00:00
三重,新北市,37,良好,2024-07-05 16:00:00
冬山,宜蘭縣,17,良好,2024-07-05 16:00:00
宜蘭,宜蘭縣,22,良好,2024-07-05 16:00:00
陽明,臺北市,30,良好,2024-07-05 16:00:00
花蓮,花蓮縣,15,良好,2024-07-05 16:00:00
臺東,臺東縣,13,良好,2024-07-05 16:00:00
恆春,屏東縣,13,良好,2024-07-05 16:00:00
潮州,屏東縣,44,良好,2024-07-05 16:00:00
屏東,屏東縣,43,良好,2024-07-05 16:00:00
小港,高雄市,38,良好,2024-07-05 16:00:00
前鎮,高雄市,38,良好,2024-07-05 16:00:00
前金,高雄市,38,良好,2024-07-05 16:00:00
左營,高雄市,31,良好,2024-07-05 16:00:00
楠梓,高雄市,33,良好,2024-07-05 16:00:00
林園,高雄市,50,良好,2024-07-05 16:00:00
大寮,高雄市,44,良好,2024-07-05 16:00:00
鳳山,高雄市,34,良好,2024-07-05 16:00:00
仁武,高雄市,35,良好,2024-07-05 16:00:00
橋頭,高雄市,31,良好,2024-07-05 16:00:00
美濃,高雄市,34,良好,2024-07-05 16:00:00
臺南,臺南市,32,良好,2024-07-05 16:00:00
安南,臺南市,29,良好,2024-07-05 16:00:00
善化,臺南市,37,良好,2024-07-05 16:00:00
新營,臺南市,31,良好,2024-07-05 16:00:00
嘉義,嘉義市,44,良好,2024-07-05 16:00:00
臺西,雲林縣,27,良好,2024-07-05 16:00:00
朴子,嘉義縣,29,良好,2024-07-05 16:00:00
新港,嘉義縣,42,良好,2024-07-05 16:00:00
崙背,雲林縣,36,良好,2024-07-05 16:00:00
斗六,雲林縣,47,良好,2024-07-05 16:00:00
南投,南投縣,49,良好,2024-07-05 16:00:00
二林,彰化縣,44,良好,2024-07-05 16:00:00
線西,彰化縣,30,良好,2024-07-05 16:00:00
彰化,彰化縣,35,良好,2024-07-05 16:00:00
西屯,臺中市,35,良好,2024-07-05 16:00:00
忠明,臺中市,34,良好,2024-07-05 16:00:00
大里,臺中市,41,良好,2024-07-05 16:00:00
沙鹿,臺中市,20,良好,2024-07-05 16:00:00
豐原,臺中市,37,良好,2024-07-05 16:00:00
三義,苗栗縣,36,良好,2024-07-05 16:00:00
苗栗,苗栗縣,36,良好,2024-07-05 16:00:00
頭份,苗栗縣,33,良好,2024-07-05 16:00:00
新竹,新竹市,31,良好,2024-07-05 16:00:00
竹東,新竹縣,39,良好,2024-07-05 16:00:00
湖口,新竹縣,36,良好,2024-07-05 16:00:00
龍潭,桃園市,44,良好,2024-07-05 16:00:00
平鎮,桃園市,42,良好,2024-07-05 16:00:00
觀音,桃園市,31,良好,2024-07-05 16:00:00
大園,桃園市,35,良好,2024-07-05 16:00:00
桃園,桃園市,50,良好,2024-07-05 16:00:00
大同,臺北市,44,良好,2024-07-05 16:00:00
松山,臺北市,31,良好,2024-07-05 16:00:00
古亭,臺北市,30,良好,2024-07-05 16:00:00
萬華,臺北市,39,良好,2024-07-05 16:00:00
中山,臺北市,29,良好,2024-07-05 16:00:00
士林,臺北市,37,良好,2024-07-05 16:00:00
淡水,新北市,40,良好,2024-07-05 16:00:00
林口,新北市,43,良好,2024-07-05 16:00:00
菜寮,新北市,41,良好,2024-07-05 16:00:00
新莊,新北市,47,良好,2024-07-05 16:00:00
板橋,新北市,49,良好,2024-07-05 16:00:00
土城,新北市,51,普通,2024-07-05 16:00:00
新店,新北市,34,良好,2024-07-05 16:00:00
萬里,新北市,29,良好,2024-07-05 16:00:00
汐止,新北市,33,良好,2024-07-05 16:00:00
基隆,基隆市,26,良好,2024-07-05 16:00:00
屏東(枋山),屏東縣,40,良好,2024-07-05 15:00:00
大甲（日南國小）,臺中市,29,良好,2024-07-05 15:00:00
新北(樹林),新北市,33,良好,2024-07-05 15:00:00
屏東（琉球）,屏東縣,45,良好,2024-07-05 15:00:00
臺南（麻豆）,臺南市,28,良好,2024-07-05 15:00:00
高雄（湖內）,高雄市,25,良好,2024-07-05 15:00:00
彰化（員林）,彰化縣,40,良好,2024-07-05 15:00:00
大城,彰化縣,31,良好,2024-07-05 15:00:00
富貴角,新北市,37,良好,2024-07-05 15:00:00
麥寮,雲林縣,31,良好,2024-07-05 15:00:00
關山,臺東縣,14,良好,2024-07-05 15:00:00
馬公,澎湖縣,21,良好,2024-07-05 15:00:00
金門,金門縣,25,良好,2024-07-05 15:00:00
馬祖,連江縣,33,良好,2024-07-05 15:00:00
埔里,南投縣,36,良好,2024-07-05 15:00:00
復興,高雄市,37,良好,2024-07-05 15:00:00
永和,新北市,27,良好,2024-07-05 15:00:00
竹山,南投縣,44,良好,2024-07-05 15:00:00
中壢,桃園市,39,良好,2024-07-05 15:00:00
三重,新北市,40,良好,2024-07-05 15:00:00
冬山,宜蘭縣,16,良好,2024-07-05 15:00:00
宜蘭,宜蘭縣,22,良好,2024-07-05 15:00:00
陽明,臺北市,28,良好,2024-07-05 15:00:00
花蓮,花蓮縣,15,良好,2024-07-05 15:00:00
臺東,臺東縣,13,良好,2024-07-05 15:00:00
恆春,屏東縣,12,良好,2024-07-05 15:00:00
潮州,屏東縣,43,良好,2024-07-05 15:00:00
屏東,屏東縣,45,良好,2024-07-05 15:00:00
小港,高雄市,42,良好,2024-07-05 15:00:00
前鎮,高雄市,37,良好,2024-07-05 15:00:00
前金,高雄市,38,良好,2024-07-05 15:00:00
左營,高雄市,36,良好,2024-07-05 15:00:00
楠梓,高雄市,35,良好,2024-07-05 15:00:00
林園,高雄市,51,普通,2024-07-05 15:00:00
大寮,高雄市,53,普通,2024-07-05 15:00:00
鳳山,高雄市,33,良好,2024-07-05 15:00:00
仁武,高雄市,41,良好,2024-07-05 15:00:00
橋頭,高雄市,33,良好,2024-07-05 15:00:00
美濃,高雄市,32,良好,2024-07-05 15:00:00
臺南,臺南市,35,良好,2024-07-05 15:00:00
安南,臺南市,28,良好,2024-07-05 15:00:00
善化,臺南市,40,良好,2024-07-05 15:00:00
新營,臺南市,30,良好,2024-07-05 15:00:00
嘉義,嘉義市,43,良好,2024-07-05 15:00:00
臺西,雲林縣,25,良好,2024-07-05 15:00:00
朴子,嘉義縣,28,良好,2024-07-05 15:00:00
新港,嘉義縣,41,良好,2024-07-05 15:00:00
崙背,雲林縣,34,良好,2024-07-05 15:00:00
斗六,雲林縣,43,良好,2024-07-05 15:00:00
南投,南投縣,45,良好,2024-07-05 15:00:00
二林,彰化縣,46,良好,2024-07-05 15:00:00
線西,彰化縣,29,良好,2024-07-05 15:00:00
彰化,彰化縣,33,良好,2024-07-05 15:00:00
西屯,臺中市,33,良好,2024-07-05 15:00:00
忠明,臺中市,32,良好,2024-07-05 15:00:00
大里,臺中市,38,良好,2024-07-05 15:00:00
沙鹿,臺中市,18,良好,2024-07-05 15:00:00
豐原,臺中市,33,良好,2024-07-05 15:00:00
三義,苗栗縣,34,良好,2024-07-05 15:00:00
苗栗,苗栗縣,33,良好,2024-07-05 15:00:00
頭份,苗栗縣,31,良好,2024-07-05 15:00:00
新竹,新竹市,30,良好,2024-07-05 15:00:00
竹東,新竹縣,35,良好,2024-07-05 15:00:00
湖口,新竹縣,35,良好,2024-07-05 15:00:00
龍潭,桃園市,40,良好,2024-07-05 15:00:00
平鎮,桃園市,39,良好,2024-07-05 15:00:00
觀音,桃園市,31,良好,2024-07-05 15:00:00
大園,桃園市,33,良好,2024-07-05 15:00:00
桃園,桃園市,45,良好,2024-07-05 15:00:00
大同,臺北市,45,良好,2024-07-05 15:00:00
松山,臺北市,31,良好,2024-07-05 15:00:00
古亭,臺北市,28,良好,2024-07-05 15:00:00
萬華,臺北市,36,良好,2024-07-05 15:00:00
中山,臺北市,26,良好,2024-07-05 15:00:00
士林,臺北市,34,良好,2024-07-05 15:00:00
淡水,新北市,38,良好,2024-07-05 15:00:00
林口,新北市,41,良好,2024-07-05 15:00:00
菜寮,新北市,38,良好,2024-07-05 15:00:00
新莊,新北市,44,良好,2024-07-05 15:00:00
板橋,新北市,44,良好,2024-07-05 15:00:00
土城,新北市,46,良好,2024-07-05 15:00:00
新店,新北市,32,良好,2024-07-05 15:00:00
萬里,新北市,28,良好,2024-07-05 15:00:00
汐止,新北市,32,良好,2024-07-05 15:00:00
基隆,基隆市,25,良好,2024-07-05 15:00:00
屏東(枋山),屏東縣,35,良好,2024-07-05 14:00:00
大甲（日南國小）,臺中市,26,良好,2024-07-05 14:00:00
新北(樹林),新北市,29,良好,2024-07-05 14:00:00
屏東（琉球）,屏東縣,43,良好,2024-07-05 14:00:00
臺南（麻豆）,臺南市,26,良好,2024-07-05 14:00:00
高雄（湖內）,高雄市,25,良好,2024-07-05 14:00:00
彰化（員林）,彰化縣,45,良好,2024-07-05 14:00:00
大城,彰化縣,28,良好,2024-07-05 14:00:00
富貴角,新北市,35,良好,2024-07-05 14:00:00
麥寮,雲林縣,28,良好,2024-07-05 14:00:00
關山,臺東縣,13,良好,2024-07-05 14:00:00
馬公,澎湖縣,21,良好,2024-07-05 14:00:00
金門,金門縣,23,良好,2024-07-05 14:00:00
馬祖,連江縣,28,良好,2024-07-05 14:00:00
埔里,南投縣,30,良好,2024-07-05 14:00:00
復興,高雄市,42,良好,2024-07-05 14:00:00
永和,新北市,25,良好,2024-07-05 14:00:00
竹山,南投縣,38,良好,2024-07-05 14:00:00
中壢,桃園市,43,良好,2024-07-05 14:00:00
三重,新北市,54,普通,2024-07-05 14:00:00
冬山,宜蘭縣,17,良好,2024-07-05 14:00:00
宜蘭,宜蘭縣,20,良好,2024-07-05 14:00:00
陽明,臺北市,26,良好,2024-07-05 14:00:00
花蓮,花蓮縣,15,良好,2024-07-05 14:00:00
臺東,臺東縣,12,良好,2024-07-05 14:00:00
恆春,屏東縣,12,良好,2024-07-05 14:00:00
潮州,屏東縣,38,良好,2024-07-05 14:00:00
屏東,屏東縣,44,良好,2024-07-05 14:00:00
小港,高雄市,45,良好,2024-07-05 14:00:00
前鎮,高雄市,36,良好,2024-07-05 14:00:00
前金,高雄市,37,良好,2024-07-05 14:00:00
左營,高雄市,43,良好,2024-07-05 14:00:00
楠梓,高雄市,39,良好,2024-07-05 14:00:00
林園,高雄市,55,普通,2024-07-05 14:00:00
大寮,高雄市,56,普通,2024-07-05 14:00:00
鳳山,高雄市,32,良好,2024-07-05 14:00:00
仁武,高雄市,48,良好,2024-07-05 14:00:00
橋頭,高雄市,38,良好,2024-07-05 14:00:00
美濃,高雄市,33,良好,2024-07-05 14:00:00
臺南,臺南市,37,良好,2024-07-05 14:00:00
安南,臺南市,32,良好,2024-07-05 14:00:00
善化,臺南市,40,良好,2024-07-05 14:00:00
新營,臺南市,28,良好,2024-07-05 14:00:00
嘉義,嘉義市,40,良好,2024-07-05 14:00:00
臺西,雲林縣,23,良好,2024-07-05 14:00:00
朴子,嘉義縣,25,良好,2024-07-05 14:00:00
新港,嘉義縣,44,良好,2024-07-05 14:00:00
崙背,雲林縣,37,良好,2024-07-05 14:00:00
斗六,雲林縣,42,良好,2024-07-05 14:00:00
南投,南投縣,40,良好,2024-07-05 14:00:00
二林,彰化縣,49,良好,2024-07-05 14:00:00
線西,彰化縣,26,良好,2024-07-05 14:00:00
彰化,彰化縣,31,良好,2024-07-05 14:00:00
西屯,臺中市,35,良好,2024-07-05 14:00:00
忠明,臺中市,30,良好,2024-07-05 14:00:00
大里,臺中市,32,良好,2024-07-05 14:00:00
沙鹿,臺中市,23,良好,2024-07-05 14:00:00
豐原,臺中市,30,良好,2024-07-05 14:00:00
三義,苗栗縣,31,良好,2024-07-05 14:00:00
苗栗,苗栗縣,29,良好,2024-07-05 14:00:00
頭份,苗栗縣,28,良好,2024-07-05 14:00:00
新竹,新竹市,25,良好,2024-07-05 14:00:00
竹東,新竹縣,31,良好,2024-07-05 14:00:00
湖口,新竹縣,32,良好,2024-07-05 14:00:00
龍潭,桃園市,35,良好,2024-07-05 14:00:00
平鎮,桃園市,35,良好,2024-07-05 14:00:00
觀音,桃園市,27,良好,2024-07-05 14:00:00
大園,桃園市,30,良好,2024-07-05 14:00:00
桃園,桃園市,40,良好,2024-07-05 14:00:00
大同,臺北市,45,良好,2024-07-05 14:00:00
松山,臺北市,29,良好,2024-07-05 14:00:00
古亭,臺北市,26,良好,2024-07-05 14:00:00
萬華,臺北市,32,良好,2024-07-05 14:00:00
中山,臺北市,21,良好,2024-07-05 14:00:00
士林,臺北市,31,良好,2024-07-05 14:00:00
淡水,新北市,34,良好,2024-07-05 14:00:00
林口,新北市,36,良好,2024-07-05 14:00:00
菜寮,新北市,36,良好,2024-07-05 14:00:00
新莊,新北市,38,良好,2024-07-05 14:00:00
板橋,新北市,38,良好,2024-07-05 14:00:00
土城,新北市,39,良好,2024-07-05 14:00:00
新店,新北市,31,良好,2024-07-05 14:00:00
萬里,新北市,27,良好,2024-07-05 14:00:00
汐止,新北市,30,良好,2024-07-05 14:00:00
基隆,基隆市,23,良好,2024-07-05 14:00:00
屏東(枋山),屏東縣,31,良好,2024-07-05 13:00:00
大甲（日南國小）,臺中市,22,良好,2024-07-05 13:00:00
新北(樹林),新北市,24,良好,2024-07-05 13:00:00
屏東（琉球）,屏東縣,45,良好,2024-07-05 13:00:00
臺南（麻豆）,臺南市,38,良好,2024-07-05 13:00:00
高雄（湖內）,高雄市,27,良好,2024-07-05 13:00:00
彰化（員林）,彰化縣,48,良好,2024-07-05 13:00:00
大城,彰化縣,29,良好,2024-07-05 13:00:00
富貴角,新北市,32,良好,2024-07-05 13:00:00
麥寮,雲林縣,27,良好,2024-07-05 13:00:00
關山,臺東縣,11,良好,2024-07-05 13:00:00
馬公,澎湖縣,21,良好,2024-07-05 13:00:00
金門,金門縣,20,良好,2024-07-05 13:00:00
馬祖,連江縣,24,良好,2024-07-05 13:00:00
埔里,南投縣,23,良好,2024-07-05 13:00:00
復興,高雄市,45,良好,2024-07-05 13:00:00
永和,新北市,25,良好,2024-07-05 13:00:00
竹山,南投縣,30,良好,2024-07-05 13:00:00
中壢,桃園市,47,良好,2024-07-05 13:00:00
三重,新北市,45,良好,2024-07-05 13:00:00
冬山,宜蘭縣,18,良好,2024-07-05 13:00:00
宜蘭,宜蘭縣,20,良好,2024-07-05 13:00:00
陽明,臺北市,23,良好,2024-07-05 13:00:00
花蓮,花蓮縣,15,良好,2024-07-05 13:00:00
臺東,臺東縣,11,良好,2024-07-05 13:00:00
恆春,屏東縣,11,良好,2024-07-05 13:00:00
潮州,屏東縣,37,良好,2024-07-05 13:00:00
屏東,屏東縣,43,良好,2024-07-05 13:00:00
小港,高雄市,47,良好,2024-07-05 13:00:00
前鎮,高雄市,38,良好,2024-07-05 13:00:00
前金,高雄市,38,良好,2024-07-05 13:00:00
左營,高雄市,48,良好,2024-07-05 13:00:00
楠梓,高雄市,41,良好,2024-07-05 13:00:00
林園,高雄市,58,普通,2024-07-05 13:00:00
大寮,高雄市,56,普通,2024-07-05 13:00:00
鳳山,高雄市,32,良好,2024-07-05 13:00:00
仁武,高雄市,53,普通,2024-07-05 13:00:00
橋頭,高雄市,44,良好,2024-07-05 13:00:00
美濃,高雄市,32,良好,2024-07-05 13:00:00
臺南,臺南市,41,良好,2024-07-05 13:00:00
安南,臺南市,36,良好,2024-07-05 13:00:00
善化,臺南市,39,良好,2024-07-05 13:00:00
新營,臺南市,29,良好,2024-07-05 13:00:00
嘉義,嘉義市,35,良好,2024-07-05 13:00:00
臺西,雲林縣,20,良好,2024-07-05 13:00:00
朴子,嘉義縣,26,良好,2024-07-05 13:00:00
新港,嘉義縣,46,良好,2024-07-05 13:00:00
崙背,雲林縣,42,良好,2024-07-05 13:00:00
斗六,雲林縣,40,良好,2024-07-05 13:00:00
南投,南投縣,35,良好,2024-07-05 13:00:00
二林,彰化縣,53,普通,2024-07-05 13:00:00
線西,彰化縣,23,良好,2024-07-05 13:00:00
彰化,彰化縣,29,良好,2024-07-05 13:00:00
西屯,臺中市,38,良好,2024-07-05 13:00:00
忠明,臺中市,27,良好,2024-07-05 13:00:00
大里,臺中市,28,良好,2024-07-05 13:00:00
沙鹿,臺中市,29,良好,2024-07-05 13:00:00
豐原,臺中市,31,良好,2024-07-05 13:00:00
三義,苗栗縣,30,良好,2024-07-05 13:00:00
苗栗,苗栗縣,25,良好,2024-07-05 13:00:00
頭份,苗栗縣,25,良好,2024-07-05 13:00:00
新竹,新竹市,21,良好,2024-07-05 13:00:00
竹東,新竹縣,25,良好,2024-07-05 13:00:00
湖口,新竹縣,31,良好,2024-07-05 13:00:00
龍潭,桃園市,30,良好,2024-07-05 13:00:00
平鎮,桃園市,30,良好,2024-07-05 13:00:00
觀音,桃園市,23,良好,2024-07-05 13:00:00
大園,桃園市,25,良好,2024-07-05 13:00:00
桃園,桃園市,35,良好,2024-07-05 13:00:00
大同,臺北市,39,良好,2024-07-05 13:00:00
松山,臺北市,24,良好,2024-07-05 13:00:00
古亭,臺北市,27,良好,2024-07-05 13:00:00
萬華,臺北市,26,良好,2024-07-05 13:00:00
中山,臺北市,28,良好,2024-07-05 13:00:00
士林,臺北市,25,良好,2024-07-05 13:00:00
淡水,新北市,31,良好,2024-07-05 13:00:00
林口,新北市,31,良好,2024-07-05 13:00:00
菜寮,新北市,32,良好,2024-07-05 13:00:00
新莊,新北市,31,良好,2024-07-05 13:00:00
板橋,新北市,31,良好,2024-07-05 13:00:00
土城,新北市,31,良好,2024-07-05 13:00:00
新店,新北市,31,良好,2024-07-05 13:00:00
萬里,新北市,24,良好,2024-07-05 13:00:00
汐止,新北市,25,良好,2024-07-05 13:00:00
基隆,基隆市,21,良好,2024-07-05 13:00:00
屏東(枋山),屏東縣,32,良好,2024-07-05 12:00:00
大甲（日南國小）,臺中市,18,良好,2024-07-05 12:00:00
新北(樹林),新北市,24,良好,2024-07-05 12:00:00
屏東（琉球）,屏東縣,50,良好,2024-07-05 12:00:00
臺南（麻豆）,臺南市,38,良好,2024-07-05 12:00:00
高雄（湖內）,高雄市,30,良好,2024-07-05 12:00:00
彰化（員林）,彰化縣,48,良好,2024-07-05 12:00:00
大城,彰化縣,36,良好,2024-07-05 12:00:00
富貴角,新北市,30,良好,2024-07-05 12:00:00
麥寮,雲林縣,25,良好,2024-07-05 12:00:00
關山,臺東縣,9,良好,2024-07-05 12:00:00
馬公,澎湖縣,23,良好,2024-07-05 12:00:00
金門,金門縣,18,良好,2024-07-05 12:00:00
馬祖,連江縣,22,良好,2024-07-05 12:00:00
埔里,南投縣,24,良好,2024-07-05 12:00:00
復興,高雄市,44,良好,2024-07-05 12:00:00
永和,新北市,27,良好,2024-07-05 12:00:00
竹山,南投縣,21,良好,2024-07-05 12:00:00
中壢,桃園市,54,普通,2024-07-05 12:00:00
三重,新北市,45,良好,2024-07-05 12:00:00
冬山,宜蘭縣,20,良好,2024-07-05 12:00:00
宜蘭,宜蘭縣,19,良好,2024-07-05 12:00:00
陽明,臺北市,19,良好,2024-07-05 12:00:00
花蓮,花蓮縣,10,良好,2024-07-05 12:00:00
臺東,臺東縣,9,良好,2024-07-05 12:00:00
恆春,屏東縣,10,良好,2024-07-05 12:00:00
潮州,屏東縣,33,良好,2024-07-05 12:00:00
屏東,屏東縣,39,良好,2024-07-05 12:00:00
小港,高雄市,47,良好,2024-07-05 12:00:00
前鎮,高雄市,39,良好,2024-07-05 12:00:00
前金,高雄市,39,良好,2024-07-05 12:00:00
左營,高雄市,51,普通,2024-07-05 12:00:00
楠梓,高雄市,44,良好,2024-07-05 12:00:00
林園,高雄市,57,普通,2024-07-05 12:00:00
大寮,高雄市,55,普通,2024-07-05 12:00:00
鳳山,高雄市,29,良好,2024-07-05 12:00:00
仁武,高雄市,53,普通,2024-07-05 12:00:00
橋頭,高雄市,43,良好,2024-07-05 12:00:00
美濃,高雄市,31,良好,2024-07-05 12:00:00
臺南,臺南市,44,良好,2024-07-05 12:00:00
安南,臺南市,39,良好,2024-07-05 12:00:00
善化,臺南市,40,良好,2024-07-05 12:00:00
新營,臺南市,31,良好,2024-07-05 12:00:00
嘉義,嘉義市,34,良好,2024-07-05 12:00:00
臺西,雲林縣,21,良好,2024-07-05 12:00:00
朴子,嘉義縣,26,良好,2024-07-05 12:00:00
新港,嘉義縣,44,良好,2024-07-05 12:00:00
崙背,雲林縣,43,良好,2024-07-05 12:00:00
斗六,雲林縣,34,良好,2024-07-05 12:00:00
南投,南投縣,30,良好,2024-07-05 12:00:00
二林,彰化縣,52,普通,2024-07-05 12:00:00
線西,彰化縣,27,良好,2024-07-05 12:00:00
彰化,彰化縣,29,良好,2024-07-05 12:00:00
西屯,臺中市,37,良好,2024-07-05 12:00:00
忠明,臺中市,29,良好,2024-07-05 12:00:00
大里,臺中市,28,良好,2024-07-05 12:00:00
沙鹿,臺中市,36,良好,2024-07-05 12:00:00
豐原,臺中市,32,良好,2024-07-05 12:00:00
三義,苗栗縣,23,良好,2024-07-05 12:00:00
苗栗,苗栗縣,20,良好,2024-07-05 12:00:00
頭份,苗栗縣,27,良好,2024-07-05 12:00:00
新竹,新竹市,17,良好,2024-07-05 12:00:00
竹東,新竹縣,19,良好,2024-07-05 12:00:00
湖口,新竹縣,32,良好,2024-07-05 12:00:00
龍潭,桃園市,25,良好,2024-07-05 12:00:00
平鎮,桃園市,23,良好,2024-07-05 12:00:00
觀音,桃園市,19,良好,2024-07-05 12:00:00
大園,桃園市,21,良好,2024-07-05 12:00:00
桃園,桃園市,32,良好,2024-07-05 12:00:00
大同,臺北市,45,良好,2024-07-05 12:00:00
松山,臺北市,19,良好,2024-07-05 12:00:00
古亭,臺北市,28,良好,2024-07-05 12:00:00
萬華,臺北市,20,良好,2024-07-05 12:00:00
中山,臺北市,28,良好,2024-07-05 12:00:00
士林,臺北市,21,良好,2024-07-05 12:00:00
淡水,新北市,25,良好,2024-07-05 12:00:00
林口,新北市,25,良好,2024-07-05 12:00:00
菜寮,新北市,31,良好,2024-07-05 12:00:00
新莊,新北市,28,良好,2024-07-05 12:00:00
板橋,新北市,26,良好,2024-07-05 12:00:00
土城,新北市,24,良好,2024-07-05 12:00:00
新店,新北市,31,良好,2024-07-05 12:00:00
萬里,新北市,21,良好,2024-07-05 12:00:00
汐止,新北市,19,良好,2024-07-05 12:00:00
基隆,基隆市,19,良好,2024-07-05 12:00:00
屏東(枋山),屏東縣,20,良好,2024-07-05 11:00:00
大甲（日南國小）,臺中市,19,良好,2024-07-05 11:00:00
新北(樹林),新北市,23,良好,2024-07-05 11:00:00
屏東（琉球）,屏東縣,55,普通,2024-07-05 11:00:00
臺南（麻豆）,臺南市,40,良好,2024-07-05 11:00:00
高雄（湖內）,高雄市,35,良好,2024-07-05 11:00:00
彰化（員林）,彰化縣,47,良好,2024-07-05 11:00:00
大城,彰化縣,37,良好,2024-07-05 11:00:00
富貴角,新北市,27,良好,2024-07-05 11:00:00
麥寮,雲林縣,26,良好,2024-07-05 11:00:00
關山,臺東縣,10,良好,2024-07-05 11:00:00
馬公,澎湖縣,24,良好,2024-07-05 11:00:00
金門,金門縣,15,良好,2024-07-05 11:00:00
馬祖,連江縣,17,良好,2024-07-05 11:00:00
埔里,南投縣,26,良好,2024-07-05 11:00:00
復興,高雄市,40,良好,2024-07-05 11:00:00
永和,新北市,35,良好,2024-07-05 11:00:00
竹山,南投縣,18,良好,2024-07-05 11:00:00
中壢,桃園市,52,普通,2024-07-05 11:00:00
三重,新北市,43,良好,2024-07-05 11:00:00
冬山,宜蘭縣,19,良好,2024-07-05 11:00:00
宜蘭,宜蘭縣,16,良好,2024-07-05 11:00:00
陽明,臺北市,17,良好,2024-07-05 11:00:00
花蓮,花蓮縣,11,良好,2024-07-05 11:00:00
臺東,臺東縣,8,良好,2024-07-05 11:00:00
恆春,屏東縣,10,良好,2024-07-05 11:00:00
潮州,屏東縣,31,良好,2024-07-05 11:00:00
屏東,屏東縣,40,良好,2024-07-05 11:00:00
小港,高雄市,47,良好,2024-07-05 11:00:00
前鎮,高雄市,37,良好,2024-07-05 11:00:00
前金,高雄市,35,良好,2024-07-05 11:00:00
左營,高雄市,49,良好,2024-07-05 11:00:00
楠梓,高雄市,42,良好,2024-07-05 11:00:00
林園,高雄市,56,普通,2024-07-05 11:00:00
大寮,高雄市,45,良好,2024-07-05 11:00:00
鳳山,高雄市,29,良好,2024-07-05 11:00:00
仁武,高雄市,49,良好,2024-07-05 11:00:00
橋頭,高雄市,44,良好,2024-07-05 11:00:00
美濃,高雄市,31,良好,2024-07-05 11:00:00
臺南,臺南市,42,良好,2024-07-05 11:00:00
安南,臺南市,39,良好,2024-07-05 11:00:00
善化,臺南市,40,良好,2024-07-05 11:00:00
新營,臺南市,29,良好,2024-07-05 11:00:00
嘉義,嘉義市,33,良好,2024-07-05 11:00:00
臺西,雲林縣,24,良好,2024-07-05 11:00:00
朴子,嘉義縣,28,良好,2024-07-05 11:00:00
新港,嘉義縣,43,良好,2024-07-05 11:00:00
崙背,雲林縣,45,良好,2024-07-05 11:00:00
斗六,雲林縣,33,良好,2024-07-05 11:00:00
南投,南投縣,26,良好,2024-07-05 11:00:00
二林,彰化縣,54,普通,2024-07-05 11:00:00
線西,彰化縣,32,良好,2024-07-05 11:00:00
彰化,彰化縣,28,良好,2024-07-05 11:00:00
西屯,臺中市,38,良好,2024-07-05 11:00:00
忠明,臺中市,28,良好,2024-07-05 11:00:00
大里,臺中市,26,良好,2024-07-05 11:00:00
沙鹿,臺中市,35,良好,2024-07-05 11:00:00
豐原,臺中市,28,良好,2024-07-05 11:00:00
三義,苗栗縣,21,良好,2024-07-05 11:00:00
苗栗,苗栗縣,15,良好,2024-07-05 11:00:00
頭份,苗栗縣,27,良好,2024-07-05 11:00:00
新竹,新竹市,16,良好,2024-07-05 11:00:00
竹東,新竹縣,19,良好,2024-07-05 11:00:00
湖口,新竹縣,29,良好,2024-07-05 11:00:00
龍潭,桃園市,21,良好,2024-07-05 11:00:00
